820,NOONE E. M.,Noone,E. M.
821,HARPER H.,Harper,H.
822,HUSBAND R. J.,Husband,R. J.
823,KIRKBY A.,Kirkby,A.
824,McLEOD F. H.,Mcleod,F. H.
825,NOONE J. M.,Noone,J. M.
826,HARRIS C. H.,Harris,C. H.
827,HUTCHINSON C. W.,Hutchinson,C. W.
828,KITCHEN J. A.,Kitchen,J. A.
829,Mc.MICHAEL H. J.,Mc.Michael,H. J.
830,NOONE J. M.,Noone,J. M.
831,NOKE J. S.,Noke,J. S.
832,RAE L. B.,Rae,L. B.
833,SHELLEY W. M.,Shelley,W. M.
834,SWEET J. A.,Sweet,J. A.
835,WARD H. W.,Ward,H. W.
836,NORMAN T. B.,Norman,T. B.
837,RAE R. K.,Rae,R. K.
838,SHEPHERD C. A.,Shepherd,C. A.
839,SWEETLAND B. D.,Sweetland,B. D.
840,WARDEN A. H.,Warden,A. H.
841,NOTT A.,Nott,A.
842,READ J.,Read,J.
843,SHERIDAN D. B. G.,Sheridan,D. B. G.
844,SYMINGTON J. E.,Symington,J. E.
845,WARDEN C. M.,Warden,C. M.
846,NUGENT B. L.,Nugent,B. L.
847,READ T. H. M.,Read,T. H. M.
848,SHERRING H. W.,Sherring,H. W.
849,TANZER H. A.,Tanzer,H. A.
850,WARNER J. F.,Warner,J. F.
851,NUGENT W. G.,Nugent,W. G.
852,REAY W. G.,Reay,W. G.
853,SHERRING L. W.,Sherring,L. W.
854,TANZER L. H.,Tanzer,L. H.
855,WARRE G. G.,Warre,G. G.
856,OATLEY A.,Oatley,A.
857,REED R. B.,Reed,R. B.
858,SHORROCK W.,Shorrock,W.
859,TEDDER H. G.,Tedder,H. G.
860,WARRE J. W.,Warre,J. W.
861,OATLEY G.,Oatley,G.
862,REMMINGTON H. W.,Remmington,H. W.
863,SIMPSON H.,Simpson,H.
864,TERRY G.,Terry,G.
865,WARREN G. R.,Warren,G. R.
866,O'BRIEN W. C. J.,O'Brien,W. C. J.
867,RENNIE E. H. (NSE),Rennie,E. H. (NSE)
868,SKILTON G.,Skilton,G.
869,THOMAS C.,Thomas,C.
870,WATERHOUSE A.,Waterhouse,A.
871,O'CONNOR H.,O'Connor,H.
872,RICH G. R. L.,Rich,G. R. L.
873,SKINNER W. J.,Skinner,W. J.
874,THOMAS F. J. R.,Thomas,F. J. R.
875,WATSON J. J. E.,Watson,J. J. E.
876,OLDFIELD J. A.,Oldfield,J. A.
877,RICHARDS E.,Richards,E.
878,SKIPPER A. J.,Skipper,A. J.
879,THOMPSON J. A. L.,Thompson,J. A. L.
880,WEATHERLAKE L. G.,Weatherlake,L. G.
881,OLIVER J.,Oliver,J.
882,RICHARDS H. A.,Richards,H. A.
883,SLATTER H. C.,Slatter,H. C.
884,THOMPSON J. G.,Thompson,J. G.
885,WEBB C. M.,Webb,C. M.
886,O'NEILL F. W.,O'Neill,F. W.
887,RICKWOOD H.,Rickwood,H.
888,SLEEMAN J. E.,Sleeman,J. E.
889,THOMPSON L. P.,Thompson,L. P.
890,WEBB H. W.,Webb,H. W.
891,O'NEILL M.,O'Neill,M.
892,ROBERTS C. G.,Roberts,C. G.
893,SLEEMAN T. O.,Sleeman,T. O.
894,THORNTON G. S.,Thornton,G. S.
895,WEINCOTT A.,Weincott,A.
896,OSBORNE M.,Osborne,M.
897,ROBERTS E. W.,Roberts,E. W.
898,SMALL F. G. R.,Small,F. G. R.
899,THORNTON N. F.,Thornton,N. F.
900,WELCH H.,Welch,H.
901,O'SHEA A. H.,O'Shea,A. H.
902,ROBERTS H.,Roberts,H.
903,SMALL S. W.,Small,S. W.
904,THORPE G. K.,Thorpe,G. K.
905,WELCH R. C.,Welch,R. C.
906,PACKER N. E.,Packer,N. E.
907,ROBERTS T. V.,Roberts,T. V.
908,SMALL W. K.,Small,W. K.
909,TIBBEY G. B.,Tibbey,G. B.
910,WELLS R. H. S.,Wells,R. H. S.
911,PAGE F. E.,Page,F. E.
912,ROBERTSON F. D.,Robertson,F. D.
913,SMITH A. M.,Smith,A. M.
914,TILBURN C. R. W.,Tilburn,C. R. W.
915,WELLS T. A.,Wells,T. A.
916,PAGE S. G.,Page,S. G.
917,ROBEY R. K.,Robey,R. K.
918,SMITH C. S.,Smith,C. S.
919,TINDALE A. R.,Tindale,A. R.
920,WENDEN N.,Wenden,N.
921,PAIN H. C.,Pain,H. C.
922,"ROBIN H. DE. 
    Q.",Robin,"H. DE. 
    Q."
923,SMITH H. C.,Smith,H. C.
924,TINDALE F.A.,Tindale,F.A.
925,WETTON R. H.,Wetton,R. H.
926,PALMER J. C.,Palmer,J. C.
927,"ROBIN H. S. DE. 
    Q",Robin,"H. S. DE. 
    Q"
928,SMITH H. G.,Smith,H. G.
929,TINDALE H. E.,Tindale,H. E.
930,WEYMARK G. S.,Weymark,G. S.
931,PARLE F. O.,Parle,F. O.
932,"ROBIN R. R. DE. 
    Q",Robin,"R. R. DE. 
    Q"
933,SMITH J. O.,Smith,J. O.
934,TINGCOMBE W. N.,Tingcombe,W. N.
935,WHETTON W. F.,Whetton,W. F.
936,PARLE H. W.,Parle,H. W.
937,ROBSON T. R.,Robson,T. R.
938,SMITH L. G. (NSE),Smith,L. G. (NSE)
939,TIPPER E. J.,Tipper,E. J.
940,WHITE B. G.,White,B. G.
941,PARLE S. C.,Parle,S. C.
942,ROGER G. A.,Roger,G. A.
943,SMITH R. E.,Smith,R. E.
944,TITCHEN H.,Titchen,H.
945,WHITE J. N.,White,J. N.
946,PARNELL G. H.,Parnell,G. H.
947,ROGER K. A.,Roger,K. A.
948,SMITH R. F.,Smith,R. F.
949,TONKING R. L.,Tonking,R. L.
950,WHITEHEAD D. A.,Whitehead,D. A.
951,PARRY G. B.,Parry,G. B.
952,ROGERSON A. G.,Rogerson,A. G.
953,SMITH S.,Smith,S.
954,TOOSE K. M.,Toose,K. M.
955,WHITEHEAD L. V.,Whitehead,L. V.
956,PATON A. R. W. (NSE),Paton,A. R. W. (NSE)
957,ROLLESTON P. L.,Rolleston,P. L.
958,SMITH S. J.,Smith,S. J.
959,TOOSE L. A.,Toose,L. A.
960,WHYMARK H. E.,Whymark,H. E.
961,PAUL A. G.,Paul,A. G.
962,ROLLS F. G.,Rolls,F. G.
963,SMITH T. A.,Smith,T. A.
964,TOWNSEND F.,Townsend,F.
965,WILEY B. D.,Wiley,B. D.
966,PAUL H. L.,Paul,H. L.
967,ROSS A. A.,Ross,A. A.
968,SMYTH F. T.,Smyth,F. T.
969,TOWNSEND N.,Townsend,N.
970,WILKINSON A. E.,Wilkinson,A. E.
971,PAUL J.,Paul,J.
972,ROSS D.,Ross,D.
973,SNELL F. J.,Snell,F. J.
974,TRAVERS G.,Travers,G.
975,WILKINSON H. A.,Wilkinson,H. A.
976,PAVEY S.,Pavey,S.
977,ROSS R. M.,Ross,R. M.
978,SNELL G.,Snell,G.
979,TRAVERS R. J. A.,Travers,R. J. A.
980,WILLIAMS J.,Williams,J.
981,PAXTON W. M.,Paxton,W. M.
982,ROUNDING V. B. J.,Rounding,V. B. J.
983,SNELL H.,Snell,H.
984,TRELOAR A. H.,Treloar,A. H.
985,WILLIS E. R.,Willis,E. R.
986,PENKETH C. V.,Penketh,C. V.
987,ROWLAND W. J.,Rowland,W. J.
988,SNOW E. F.,Snow,E. F.
989,TRELOAR W.,Treloar,W.
990,WILLIS L. C.,Willis,L. C.
991,PERYMAN M. L.,Peryman,M. L.
992,ROWLANDS E. H.,Rowlands,E. H.
993,SNOW W. J.,Snow,W. J.
994,TRIMBLE P. H.,Trimble,P. H.
995,WILSHIRE R. H.,Wilshire,R. H.
996,PHILLIPS A. I.,Phillips,A. I.
997,RUSSELL S.,Russell,S.
998,SOWTER A. R. S.,Sowter,A. R. S.
999,TRISTRAM A. F.,Tristram,A. F.
1000,WILSON A. J.,Wilson,A. J.
1001,PHILLIPS A. J.,Phillips,A. J.
1002,RUTTY J. M.,Rutty,J. M.
1003,SPARK C. L. S.,Spark,C. L. S.
1004,TRISTRAM J. E.,Tristram,J. E.
1005,WILSON G. Mc. L.,Wilson,G. Mc. L.
1006,PHILLIPS G. B.,Phillips,G. B.
1007,SALTER G. B.,Salter,G. B.
1008,SPENCE K.,Spence,K.
1009,TROUSDALE L. S.,Trousdale,L. S.
1010,WILSON J. H.,Wilson,J. H.
1011,PHIPPS J. H.,Phipps,J. H.
1012,SARGENT D. H.,Sargent,D. H.
1013,SPENCE L. J. E.,Spence,L. J. E.
1014,TROUSDALE T. P.,Trousdale,T. P.
1015,WILSON W. B.,Wilson,W. B.
1016,PHIPSON H. T.,Phipson,H. T.
1017,SAUNDERS E. W.,Saunders,E. W.
1018,SPRING R. J.,Spring,R. J.
1019,TULLY R. H.,Tully,R. H.
1020,WILTSHIRE R.,Wiltshire,R.
1021,PIKE G. D.,Pike,G. D.
1022,SAWYER C. W.,Sawyer,C. W.
1023,SQUIRE J. C.,Squire,J. C.
1024,TURNBULL W. A.,Turnbull,W. A.
1025,WINTLE P. W.,Wintle,P. W.
1026,PLEYDELL H. L.,Pleydell,H. L.
1027,SAWYER J. P.,Sawyer,J. P.
1028,SQUIRES S. A.,Squires,S. A.
1029,TURNER E. E.,Turner,E. E.
1030,WITCOMBE E. L.,Witcombe,E. L.
1031,PLUMBE A. J.,Plumbe,A. J.
1032,SAWYER T. A.,Sawyer,T. A.
1033,STANTON D. P.,Stanton,D. P.
1034,TURNER E. J.,Turner,E. J.
1035,WITHY C. B.,Withy,C. B.
1036,POINTON A.,Pointon,A.
1037,SCARR J. H. A.,Scarr,J. H. A.
1038,STCLAIR G.,Stclair,G.
1039,TURNER S.,Turner,S.
1040,WITHY E. R.,Withy,E. R.
1041,POLLOCK R.,Pollock,R.
1042,SCOTT C. L.,Scott,C. L.
1043,STEANES G. E.,Steanes,G. E.
1044,TURNER W. J.,Turner,W. J.
1045,WOLFF O. F. J.,Wolff,O. F. J.
1046,PONSFORD A. E.,Ponsford,A. E.
1047,SCOTT C. O.,Scott,C. O.
1048,STEANES J. W.,Steanes,J. W.
1049,TURNER W. T.,Turner,W. T.
1050,WOLFF R. H.,Wolff,R. H.
1051,POOLEY L. K.,Pooley,L. K.
1052,SCOTT D. M.,Scott,D. M.
1053,STEANES T. H.,Steanes,T. H.
1054,TURNIDGE A. L.,Turnidge,A. L.
1055,WOOD C. T.,Wood,C. T.
1056,POUGET F. R.,Pouget,F. R.
1057,SCOTT E. G.,Scott,E. G.
1058,STEEL A. A.,Steel,A. A.
1059,TURNIDGE H. G.,Turnidge,H. G.
1060,WOODFORDE A. H. R.,Woodforde,A. H. R.
1061,POWELL E. G.,Powell,E. G.
1062,SCOTT E. I. C.,Scott,E. I. C.
1063,STENSON A. C.,Stenson,A. C.
1064,ULM A.,Ulm,A.
1065,WOODFORDE M. V. E.,Woodforde,M. V. E.
1066,PRENTICE G. F.,Prentice,G. F.
1067,SCOTT F. W.,Scott,F. W.
1068,STEUART E. S.,Steuart,E. S.
1069,ULM C. T. P.,Ulm,C. T. P.
1070,WOODHOUSE V. L.,Woodhouse,V. L.
1071,PRICE G.,Price,G.
1072,SCOTT R. B.,Scott,R. B.
1073,STEUART R. H.,Steuart,R. H.
1074,URE-SMITH E. S.,Ure-Smith,E. S.
1075,WOOLRIDGE A. W.,Woolridge,A. W.
1076,PRICE L.,Price,L.
1077,SCOTT-YOUNG M.,Scott-Young,M.
1078,STEVENSON N. D.,Stevenson,N. D.
1079,VALDER G.,Valder,G.
1080,WOOLRIDGE W.,Woolridge,W.
1081,PRING F. P.,Pring,F. P.
1082,SEALE G. M.,Seale,G. M.
1083,STEVENSON R. C.,Stevenson,R. C.
1084,VAN-SOMEREN B.,Van-Someren,B.
1085,WORTH O. A.,Worth,O. A.
1086,PRIOR H. K.,Prior,H. K.
1087,SEALE H. C.,Seale,H. C.
1088,STEVENSON R. K.,Stevenson,R. K.
1089,VICTORSEN E. M.,Victorsen,E. M.
1090,WOOTTEN G. F.,Wootten,G. F.
1091,PRITCHARD G.,Pritchard,G.
1092,SELLIN A. E.,Sellin,A. E.
1093,STEWART C. K.,Stewart,C. K.
1094,WAGSTAFFE H.,Wagstaffe,H.
1095,WRIGHT G.,Wright,G.
1096,PROTT C. G.,Prott,C. G.
1097,SELMAN A. R.,Selman,A. R.
1098,STILL W.,Still,W.
1099,WAGSTAFFE W.,Wagstaffe,W.
1100,WYNDOE E.,Wyndoe,E.
1101,PUDNEY C. B.,Pudney,C. B.
1102,SEMPLE R.,Semple,R.
1103,STILLMAN G. K.,Stillman,G. K.
1104,WALKER F. W.,Walker,F. W.
1105,WYNTER H.,Wynter,H.
1106,PURSE A. A.,Purse,A. A.
1107,SENIOR E. W. H.,Senior,E. W. H.
1108,STILLMAN H. S.,Stillman,H. S.
1109,WALKER L. H.,Walker,L. H.
1110,YABSLEY N.,Yabsley,N.
1111,PURSE J. S.,Purse,J. S.
1112,SETCHELL E.,Setchell,E.
1113,STILLMAN W. H.,Stillman,W. H.
1114,WALKER P. S.,Walker,P. S.
1115,YOUNG S. J.,Young,S. J.
1116,PURSELL A. S.,Pursell,A. S.
1117,SEYMOUR G.,Seymour,G.
1118,STIMSON E. A.,Stimson,E. A.
1119,WALLER S.A. G.,Waller,S.A. G.
1120,GUNNER G. A.,Gunner,G. A.
1121,PURSELL F. G.,Pursell,F. G.
1122,SHAW J. L.,Shaw,J. L.
1123,STINSON H. L. G.,Stinson,H. L. G.
1124,WALTER B. H.,Walter,B. H.
1125,LAWRENCE C. W.,Lawrence,C. W.
1126,PURVER A. J.,Purver,A. J.
1127,SHAW R. A.,Shaw,R. A.
1128,STOREY F. S.,Storey,F. S.
1129,WALTERS A. E.,Walters,A. E.
1130,STILLMAN K. P.,Stillman,K. P.
1131,RABY C. A.,Raby,C. A.
1132,SHEARER J.,Shearer,J.
1133,SUSMAN E. L.,Susman,E. L.
1134,WALTERS J.,Walters,J.
1135,STILLMAN J. B.,Stillman,J. B.
1136,RABONE F. H.,Rabone,F. H.
1137,SHEFFIELD J. E.,Sheffield,J. E.
1138,SUTTIE G. C.,Suttie,G. C.
1139,WALTERS R. P.,Walters,R. P.
1140,RABONE H. G.,Rabone,H. G.
1141,SHELLEY H. H.,Shelley,H. H.
1142,SWANE A. C.,Swane,A. C.
1143,WARBURTON E.,Warburton,E.
