Rank,Last Name,display,Initials,Conflict,Status,Service,Unit,Campaign,Gender,Decorations,Serv.No,Notes,Memorial,Memorial id,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8
,Penly,E R C Penly,E R C,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Perier,N S Perier,N S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Peryman,M L Peryman,M L,World War 1,,,,,,,,,9,1,,,,,,,,
,Phillips,A I Phillips,A I,World War 1,,,,,,,,,9,1,,,,,,,,
,Phillips,A J Phillips,A J,World War 1,,,,,,,,,9,1,,,,,,,,
,Phillips,G B Phillips,G B,World War 1,,,,,,,,,9,1,,,,,,,,
,Phipps,J H Phipps,J H,World War 1,,,,,,,,,9,1,,,,,,,,
,Phipson,H T Phipson,H T,World War 1,,,,,,,,,9,1,,,,,,,,
,Pike,G D Pike,G D,World War 1,,,,,,,,,9,1,,,,,,,,
,Pleydell,H L Pleydell,H L,World War 1,,,,,,,,,9,1,,,,,,,,
,Plumbe,A J Plumbe,A J,World War 1,,,,,,,,,9,1,,,,,,,,
,Pointon,A Pointon,A,World War 1,,,,,,,,,9,1,,,,,,,,
,Pollock,R Pollock,R,World War 1,,,,,,,,,9,1,,,,,,,,
,Ponsford,A E Ponsford,A E,World War 1,,,,,,,,,9,1,,,,,,,,
,Pooley,L K Pooley,L K,World War 1,,,,,,,,,9,1,,,,,,,,
,Portus,F Portus,F,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Pouget,F R Pouget,F R,World War 1,,,,,,,,,9,1,,,,,,,,
,Pouget,W Pouget,W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Powell,E G Powell,E G,World War 1,,,,,,,,,9,1,,,,,,,,
,Prentice,G F Prentice,G F,World War 1,,,,,,,,,9,1,,,,,,,,
,Price,G Price,G,World War 1,,,,,,,,,9,1,,,,,,,,
,Price,L Price,L,World War 1,,,,,,,,,9,1,,,,,,,,
,Pring,F P Pring,F P,World War 1,,,,,,,,,9,1,,,,,,,,
,Prior,H K Prior,H K,World War 1,,,,,,,,,9,1,,,,,,,,
,Pritchard,G Pritchard,G,World War 1,,,,,,,,,9,1,,,,,,,,
,Proctor,J T G Proctor,J T G,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Prott,C G Prott,C G,World War 1,,,,,,,,,9,1,,,,,,,,
,Pudney,C B Pudney,C B,World War 1,,,,,,,,,9,1,,,,,,,,
,Purse,A A Purse,A A,World War 1,,,,,,,,,9,1,,,,,,,,
,Purse,J S Purse,J S,World War 1,,,,,,,,,9,1,,,,,,,,
,Pursell,A S Pursell,A S,World War 1,,,,,,,,,9,1,,,,,,,,
,Pursell,F G Pursell,F G,World War 1,,,,,,,,,9,1,,,,,,,,
,Purver,A J Purver,A J,World War 1,,,,,,,,,9,1,,,,,,,,
,Rabone,F H Rabone,F H,World War 1,,,,,,,,,9,1,,,,,,,,
,Rabone,H G Rabone,H G,World War 1,,,,,,,,,9,1,,,,,,,,
,Raby,C A Raby,C A,World War 1,,,,,,,,,9,1,,,,,,,,
,Rae,L B Rae,L B,World War 1,,,,,,,,,9,1,,,,,,,,
,Rae,R K Rae,R K,World War 1,,,,,,,,,9,1,,,,,,,,
,Read,J Read,J,World War 1,,,,,,,,,9,1,,,,,,,,
,Read,T H M Read,T H M,World War 1,,,,,,,,,9,1,,,,,,,,
,Reay,W G Reay,W G,World War 1,,,,,,,,,9,1,,,,,,,,
,Reed,R B Reed,R B,World War 1,,,,,,,,,9,1,,,,,,,,
,Reeve,H M Reeve,H M,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Remmington,H W Remmington,H W,World War 1,,,,,,,,,9,1,,,,,,,,
Nurse,Rennie,E H Rennie,E H,World War 1,,,,,,,,,9,1,,,,,,,,
,Reynolds,H A T Reynolds,H A T,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Rich,C R L Rich,C R L,World War 1,,,,,,,,,9,1,,,,,,,,
,Richards,E Richards,E,World War 1,,,,,,,,,9,1,,,,,,,,
,Richards,H Richards,H,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Richards,H A Richards,H A,World War 1,,,,,,,,,9,1,,,,,,,,
,Rickwood,H Rickwood,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Ritchie,E C H Ritchie,E C H,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Robbins,W R Robbins,W R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Roberts,C G Roberts,C G,World War 1,,,,,,,,,9,1,,,,,,,,
,Roberts,E W Roberts,E W,World War 1,,,,,,,,,9,1,,,,,,,,
,Roberts,G L Roberts,G L,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Roberts,H Roberts,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Roberts,T V Roberts,T V,World War 1,,,,,,,,,9,1,,,,,,,,
,Robertson,F D Robertson,F D,World War 1,,,,,,,,,9,1,,,,,,,,
,Robertson,F D Robertson,F D,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Robey,R K Robey,R K,World War 1,,,,,,,,,9,1,,,,,,,,
,Robin,H De Q Robin,H De Q,World War 1,,,,,,,,,9,1,,,,,,,,
,Robin,H S de Q Robin,H S De Q,World War 1,,,,,,,,,9,1,,,,,,,,
,Robin,R R De Q Robin,R R De Q,World War 1,,,,,,,,,9,1,,,,,,,,
,Robinson,K D Robinson,K D,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Robinson (Jnr),E Robinson (Jnr),E,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Robinson (Snr),E Robinson (Snr),E,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Robson,T R Robson,T R,World War 1,,,,,,,,,9,1,,,,,,,,
,Rogan,J Rogan,J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Roger,G A Roger,G A,World War 1,,,,,,,,,9,1,,,,,,,,
,Roger,K A Roger,K A,World War 1,,,,,,,,,9,1,,,,,,,,
,Rogerson,A G Rogerson,A G,World War 1,,,,,,,,,9,1,,,,,,,,
,Rolleston,P L Rolleston,P L,World War 1,,,,,,,,,9,1,,,,,,,,
,Rolls,F G Rolls,F G,World War 1,,,,,,,,,9,1,,,,,,,,
,Ross,A A Ross,A A,World War 1,,,,,,,,,9,1,,,,,,,,
,Ross,D Ross,D,World War 1,,,,,,,,,9,1,,,,,,,,
,Ross,R M Ross,R M,World War 1,,,,,,,,,9,1,,,,,,,,
,Rounding,V B J Rounding,V B J,World War 1,,,,,,,,,9,1,,,,,,,,
,Rowland,W J Rowland,W J,World War 1,,,,,,,,,9,1,,,,,,,,
,Rowlands,E H Rowlands,E H,World War 1,,,,,,,,,9,1,,,,,,,,
,Rowlands,H F Rowlands,H F,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Russell,S Russell,S,World War 1,,,,,,,,,9,1,,,,,,,,
,Rutty,J M Rutty,J M,World War 1,,,,,,,,,9,1,,,,,,,,
,Ryan,D J Ryan,D J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Saclier,F D Saclier,F D,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Salter,G B Salter,G B,World War 1,,,,,,,,,9,1,,,,,,,,
,Sargent,D H Sargent,D H,World War 1,,,,,,,,,9,1,,,,,,,,
,Saunders,E W Saunders,E W,World War 1,,,,,,,,,9,1,,,,,,,,
,Saunders,F E R Saunders,F E R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Sawyer,C W Sawyer,C W,World War 1,,,,,,,,,9,1,,,,,,,,
,Sawyer,J P Sawyer,J P,World War 1,,,,,,,,,9,1,,,,,,,,
,Sawyer,T A Sawyer,T A,World War 1,,,,,,,,,9,1,,,,,,,,
,Scarr,J H A Scarr,J H A,World War 1,,,,,,,,,9,1,,,,,,,,
,Scott,C L Scott,C L,World War 1,,,,,,,,,9,1,,,,,,,,
,Scott,C O Scott,C O,World War 1,,,,,,,,,9,1,,,,,,,,
,Scott,D M Scott,D M,World War 1,,,,,,,,,9,1,,,,,,,,
,Scott,E G Scott,E G,World War 1,,,,,,,,,9,1,,,,,,,,
,Scott,E I C Scott,E I C,World War 1,,,,,,,,,9,1,,,,,,,,
,Scott,F W Scott,F W,World War 1,,,,,,,,,9,1,,,,,,,,
,Scott,K L Scott,K L,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Scott,L B Scott,L B,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Scott,R B Scott,R B,World War 1,,,,,,,,,9,1,,,,,,,,
,Scott-Young,M Scott-Young,M,World War 1,,,,,,,,,9,1,,,,,,,,
,Seale,G M Seale,G M,World War 1,,,,,,,,,9,1,,,,,,,,
,Seale,H C Seale,H C,World War 1,,,,,,,,,9,1,,,,,,,,
,Sellin,A E Sellin,A E,World War 1,,,,,,,,,9,1,,,,,,,,
,Selman,A R Selman,A R,World War 1,,,,,,,,,9,1,,,,,,,,
,Semple,F H Semple,F H,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Semple,R Semple,R,World War 1,,,,,,,,,9,1,,,,,,,,
,Senior,E W H Senior,E W H,World War 1,,,,,,,,,9,1,,,,,,,,
,Senior,S C Senior,S C,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Setchell,E Setchell,E,World War 1,,,,,,,,,9,1,,,,,,,,
,Seymour,G Seymour,G,World War 1,,,,,,,,,9,1,,,,,,,,
,Shaw,J L Shaw,J L,World War 1,,,,,,,,,9,1,,,,,,,,
,Shaw,R A Shaw,R A,World War 1,,,,,,,,,9,1,,,,,,,,
,Sheard,S W Sheard,S W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Shearer,J Shearer,J,World War 1,,,,,,,,,9,1,,,,,,,,
,Sheffield,J E Sheffield,J E,World War 1,,,,,,,,,9,1,,,,,,,,
,Shelley,H H Shelley,H H,World War 1,,,,,,,,,9,1,,,,,,,,
,Shelley,W M Shelley,W M,World War 1,,,,,,,,,9,1,,,,,,,,
,Shepherd,C A Shepherd,C A,World War 1,,,,,,,,,9,1,,,,,,,,
,Sheridan,D B G Sheridan,D B G,World War 1,,,,,,,,,9,1,,,,,,,,
,Sherring,H W Sherring,H W,World War 1,,,,,,,,,9,1,,,,,,,,
,Sherring,L W Sherring,L W,World War 1,,,,,,,,,9,1,,,,,,,,
,Shorrock,W Shorrock,W,World War 1,,,,,,,,,9,1,,,,,,,,
,Simpson,H Simpson,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Skilton,C Skilton,C,World War 1,,,,,,,,,9,1,,,,,,,,
,Skinner,W J Skinner,W J,World War 1,,,,,,,,,9,1,,,,,,,,
,Skipper,A J Skipper,A J,World War 1,,,,,,,,,9,1,,,,,,,,
,Slatter,H C Slatter,H C,World War 1,,,,,,,,,9,1,,,,,,,,
,Sleeman,J E Sleeman,J E,World War 1,,,,,,,,,9,1,,,,,,,,
,Sleeman,T O Sleeman,T O,World War 1,,,,,,,,,9,1,,,,,,,,
,Small,F C R Small,F C R,World War 1,,,,,,,,,9,1,,,,,,,,
,Small,S W Small,S W,World War 1,,,,,,,,,9,1,,,,,,,,
,Small,W K Small,W K,World War 1,,,,,,,,,9,1,,,,,,,,
Nurse,Smith,L G Smith,L G,World War 1,,,,,,,,,9,1,,,,,,,,
,Smith,A M Smith,A M,World War 1,,,,,,,,,9,1,,,,,,,,
,Smith,C S Smith,C S,World War 1,,,,,,,,,9,1,,,,,,,,
,Smith,H C Smith,H C,World War 1,,,,,,,,,9,1,,,,,,,,
,Smith,H G Smith,H G,World War 1,,,,,,,,,9,1,,,,,,,,
,Smith,J O Smith,J O,World War 1,,,,,,,,,9,1,,,,,,,,
,Smith,J R Smith,J R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Smith,R E Smith,R E,World War 1,,,,,,,,,9,1,,,,,,,,
,Smith,R F Smith,R F,World War 1,,,,,,,,,9,1,,,,,,,,
,Smith,R G Smith,R G,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Smith,S Smith,S,World War 1,,,,,,,,,9,1,,,,,,,,
,Smith,S J Smith,S J,World War 1,,,,,,,,,9,1,,,,,,,,
,Smith,T A Smith,T A,World War 1,,,,,,,,,9,1,,,,,,,,
,Smyth,F T Smyth,F T,World War 1,,,,,,,,,9,1,,,,,,,,
,Snell,F J Snell,F J,World War 1,,,,,,,,,9,1,,,,,,,,
,Snell,G Snell,G,World War 1,,,,,,,,,9,1,,,,,,,,
,Snell,H Snell,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Snow,E F Snow,E F,World War 1,,,,,,,,,9,1,,,,,,,,
,Snow,W J Snow,W J,World War 1,,,,,,,,,9,1,,,,,,,,
,Sowter,A R S Sowter,A R S,World War 1,,,,,,,,,9,1,,,,,,,,
,Spark,C L S Spark,C L S,World War 1,,,,,,,,,9,1,,,,,,,,
,Spence,K Spence,K,World War 1,,,,,,,,,9,1,,,,,,,,
,Spence,L J E Spence,L J E,World War 1,,,,,,,,,9,1,,,,,,,,
,Spring,H K Spring,H K,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Spring,R J Spring,R J,World War 1,,,,,,,,,9,1,,,,,,,,
,Spring,W Spring,W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Squire,J C Squire,J C,World War 1,,,,,,,,,9,1,,,,,,,,
,Squires,S A Squires,S A,World War 1,,,,,,,,,9,1,,,,,,,,
,St Clair,G St Clair,G,World War 1,,,,,,,,,9,1,,,,,,,,
,St Clair,P A St Clair,P A,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Stanton,D P Stanton,D P,World War 1,,,,,,,,,9,1,,,,,,,,
,Steanes,G E Steanes,G E,World War 1,,,,,,,,,9,1,,,,,,,,
,Steanes,J W Steanes,J W,World War 1,,,,,,,,,9,1,,,,,,,,
,Steanes,T H Steanes,T H,World War 1,,,,,,,,,9,1,,,,,,,,
,Steel,A A Steel,A A,World War 1,,,,,,,,,9,1,,,,,,,,
,Stenson,A C Stenson,A C,World War 1,,,,,,,,,9,1,,,,,,,,
,Steuart,E S Steuart,E S,World War 1,,,,,,,,,9,1,,,,,,,,
,Steuart,R H Steuart,R H,World War 1,,,,,,,,,9,1,,,,,,,,
,Stevenson,N D Stevenson,N D,World War 1,,,,,,,,,9,1,,,,,,,,
,Stevenson,R C Stevenson,R C,World War 1,,,,,,,,,9,1,,,,,,,,
,Stevenson,R K Stevenson,R K,World War 1,,,,,,,,,9,1,,,,,,,,
,Stewart,C K Stewart,C K,World War 1,,,,,,,,,9,1,,,,,,,,
,Stewart,D Stewart,D,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Stewart,D E Stewart,D E,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Stewart,J W Stewart,J W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Stewart,W K Stewart,W K,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Still,W Still,W,World War 1,,,,,,,,,9,1,,,,,,,,
,Stillman,C K Stillman,C K,World War 1,,,,,,,,,9,1,,,,,,,,
,Stillman,H S Stillman,H S,World War 1,,,,,,,,,9,1,,,,,,,,
,Stillman,J B Stillman,J B,World War 1,,,,,,,,,9,1,,,,,,,,
,Stillman,K P Stillman,K P,World War 1,,,,,,,,,9,1,,,,,,,,
,Stillman,W H Stillman,W H,World War 1,,,,,,,,,9,1,,,,,,,,
,Stimson,E A Stimson,E A,World War 1,,,,,,,,,9,1,,,,,,,,
,Stinson,H L G Stinson,H L G,World War 1,,,,,,,,,9,1,,,,,,,,
,Storey,F S Storey,F S,World War 1,,,,,,,,,9,1,,,,,,,,
,Susman,E L Susman,E L,World War 1,,,,,,,,,9,1,,,,,,,,
,Suttie,G C Suttie,G C,World War 1,,,,,,,,,9,1,,,,,,,,
,Swane,A C Swane,A C,World War 1,,,,,,,,,9,1,,,,,,,,
,Sweet,J A Sweet,J A,World War 1,,,,,,,,,9,1,,,,,,,,
,Sweetland,B D Sweetland,B D,World War 1,,,,,,,,,9,1,,,,,,,,
,Symington,J E Symington,J E,World War 1,,,,,,,,,9,1,,,,,,,,
,Tanzer,C W Tanzer,C W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Tanzer,H A Tanzer,H A,World War 1,,,,,,,,,9,1,,,,,,,,
,Tanzer,L H Tanzer,L H,World War 1,,,,,,,,,9,1,,,,,,,,
,Taylor,C S Taylor,C S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Taylor,E J Taylor,E J,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Taylor,R M Taylor,R M,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Tedder,H G Tedder,H G,World War 1,,,,,,,,,9,1,,,,,,,,
,Terry,G Terry,G,World War 1,,,,,,,,,9,1,,,,,,,,
,Thomas,C Thomas,C,World War 1,,,,,,,,,9,1,,,,,,,,
,Thomas,F J R Thomas,F J R,World War 1,,,,,,,,,9,1,,,,,,,,
,Thompson,J A L Thompson,J A L,World War 1,,,,,,,,,9,1,,,,,,,,
,Thompson,J G Thompson,J G,World War 1,,,,,,,,,9,1,,,,,,,,
,Thompson,L P Thompson,L P,World War 1,,,,,,,,,9,1,,,,,,,,
,Thornton,G S Thornton,G S,World War 1,,,,,,,,,9,1,,,,,,,,
,Thornton,H T Thornton,H T,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Thornton,N F Thornton,N F,World War 1,,,,,,,,,9,1,,,,,,,,
,Thorpe,G K Thorpe,G K,World War 1,,,,,,,,,9,1,,,,,,,,
,Tibbey,G B Tibbey,G B,World War 1,,,,,,,,,9,1,,,,,,,,
,Tilburn,C R W Tilburn,C R W,World War 1,,,,,,,,,9,1,,,,,,,,
,Tindale,A R Tindale,A R,World War 1,,,,,,,,,9,1,,,,,,,,
,Tindale,F A Tindale,F A,World War 1,,,,,,,,,9,1,,,,,,,,
,Tindale,H E Tindale,H E,World War 1,,,,,,,,,9,1,,,,,,,,
,Tingcombe,W N Tingcombe,W N,World War 1,,,,,,,,,9,1,,,,,,,,
,Tipper,E J Tipper,E J,World War 1,,,,,,,,,9,1,,,,,,,,
,Titchen,H Titchen,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Tonking,R L Tonking,R L,World War 1,,,,,,,,,9,1,,,,,,,,
,Toose,F M Toose,F M,World War 1,,,,,,,,,9,1,,,,,,,,
,Toose,L A Toose,L A,World War 1,,,,,,,,,9,1,,,,,,,,
,Townsend,F Townsend,F,World War 1,,,,,,,,,9,1,,,,,,,,
,Townsend,N F Townsend,N F,World War 1,,,,,,,,,9,1,,,,,,,,
,Travers,C Travers,C,World War 1,,,,,,,,,9,1,,,,,,,,
,Travers,R J A Travers,R J A,World War 1,,,,,,,,,9,1,,,,,,,,
,Treloar,A H Treloar,A H,World War 1,,,,,,,,,9,1,,,,,,,,
,Treloar,W Treloar,W,World War 1,,,,,,,,,9,1,,,,,,,,
,Trimble,P H Trimble,P H,World War 1,,,,,,,,,9,1,,,,,,,,
,Tristram,A F Tristram,A F,World War 1,,,,,,,,,9,1,,,,,,,,
,Tristram,J E Tristram,J E,World War 1,,,,,,,,,9,1,,,,,,,,
,Trousdale,L S Trousdale,L S,World War 1,,,,,,,,,9,1,,,,,,,,
,Trousdale,T P Trousdale,T P,World War 1,,,,,,,,,9,1,,,,,,,,
,Tully,R H Tully,R H,World War 1,,,,,,,,,9,1,,,,,,,,
,Turnbull,W A Turnbull,W A,World War 1,,,,,,,,,9,1,,,,,,,,
,Turner,E E Turner,E E,World War 1,,,,,,,,,9,1,,,,,,,,
,Turner,E J Turner,E J,World War 1,,,,,,,,,9,1,,,,,,,,
,Turner,S Turner,S,World War 1,,,,,,,,,9,1,,,,,,,,
,Turner,W J Turner,W J,World War 1,,,,,,,,,9,1,,,,,,,,
,Turner,W T Turner,W T,World War 1,,,,,,,,,9,1,,,,,,,,
,Turnidge,A L Turnidge,A L,World War 1,,,,,,,,,9,1,,,,,,,,
,Turnidge,H G Turnidge,H G,World War 1,,,,,,,,,9,1,,,,,,,,
,Ulm,A Ulm,A,World War 1,,,,,,,,,9,1,,,,,,,,
,Ulm,C T P Ulm,C T P,World War 1,,,,,,,,,9,1,,,,,,,,
,Upton,S A Upton,S A,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Ure-Smith,E S Ure-Smith,E S,World War 1,,,,,,,,,9,1,,,,,,,,
,Valder,G Valder,G,World War 1,,,,,,,,,9,1,,,,,,,,
,Van Someren,B Van Someren,B,World War 1,,,,,,,,,9,1,,,,,,,,
,Victorsen,E M Victorsen,E M,World War 1,,,,,,,,,9,1,,,,,,,,
,Wagstaffe,H Wagstaffe,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Wagstaffe,W Wagstaffe,W,World War 1,,,,,,,,,9,1,,,,,,,,
,Walker,F W Walker,F W,World War 1,,,,,,,,,9,1,,,,,,,,
,Walker,H S Walker,H S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Walker,L H Walker,L H,World War 1,,,,,,,,,9,1,,,,,,,,
,Walker,P S Walker,P S,World War 1,,,,,,,,,9,1,,,,,,,,
,Waller,S A G Waller,S A G,World War 1,,,,,,,,,9,1,,,,,,,,
,Walter,B H Walter,B H,World War 1,,,,,,,,,9,1,,,,,,,,
,Walters,A E Walters,A E,World War 1,,,,,,,,,9,1,,,,,,,,
,Walters,J Walters,J,World War 1,,,,,,,,,9,1,,,,,,,,
,Walters,R P Walters,R P,World War 1,,,,,,,,,9,1,,,,,,,,
,Warburton,E Warburton,E,World War 1,,,,,,,,,9,1,,,,,,,,
,Ward,H W Ward,H W,World War 1,,,,,,,,,9,1,,,,,,,,
,Warden,A H Warden,A H,World War 1,,,,,,,,,9,1,,,,,,,,
,Warden,C M Warden,C M,World War 1,,,,,,,,,9,1,,,,,,,,
,Warner,J F Warner,J F,World War 1,,,,,,,,,9,1,,,,,,,,
,Warre,G G Warre,G G,World War 1,,,,,,,,,9,1,,,,,,,,
,Warre,J W Warre,J W,World War 1,,,,,,,,,9,1,,,,,,,,
,Warren,G R Warren,G R,World War 1,,,,,,,,,9,1,,,,,,,,
,Waterhouse,A Waterhouse,A,World War 1,,,,,,,,,9,1,,,,,,,,
,Watkins,F S L Watkins,F S L,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Watson,J J E Watson,J J E,World War 1,,,,,,,,,9,1,,,,,,,,
,Watson,T W Watson,T W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Weatherlake,L G Weatherlake,L G,World War 1,,,,,,,,,9,1,,,,,,,,
,Webb,C M Webb,C M,World War 1,,,,,,,,,9,1,,,,,,,,
,Webb,H W Webb,H W,World War 1,,,,,,,,,9,1,,,,,,,,
,Weincott,A Weincott,A,World War 1,,,,,,,,,9,1,,,,,,,,
,Welch,H Welch,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Welch,R C Welch,R C,World War 1,,,,,,,,,9,1,,,,,,,,
,Wells,R H S Wells,R H S,World War 1,,,,,,,,,9,1,,,,,,,,
,Wells,T A Wells,T A,World War 1,,,,,,,,,9,1,,,,,,,,
,Wenden,N Wenden,N,World War 1,,,,,,,,,9,1,,,,,,,,
,Westbrook,A R Westbrook,A R,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Wetton,R H Wetton,R H,World War 1,,,,,,,,,9,1,,,,,,,,
,Weymark,G S Weymark,G S,World War 1,,,,,,,,,9,1,,,,,,,,
,Whetton,W F Whetton,W F,World War 1,,,,,,,,,9,1,,,,,,,,
,White,B G White,B G,World War 1,,,,,,,,,9,1,,,,,,,,
,White,C H O White,C H O,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,White,J N White,J N,World War 1,,,,,,,,,9,1,,,,,,,,
,Whitehead,D A Whitehead,D A,World War 1,,,,,,,,,9,1,,,,,,,,
,Whitehead,L V Whitehead,L V,World War 1,,,,,,,,,9,1,,,,,,,,
,Whymark,H E Whymark,H E,World War 1,,,,,,,,,9,1,,,,,,,,
,Wiley,B D Wiley,B D,World War 1,,,,,,,,,9,1,,,,,,,,
,Wilkinson,A E Wilkinson,A E,World War 1,,,,,,,,,9,1,,,,,,,,
,Wilkinson,H A Wilkinson,H A,World War 1,,,,,,,,,9,1,,,,,,,,
,Williams,J Williams,J,World War 1,,,,,,,,,9,1,,,,,,,,
,Williams,S C H Williams,S C H,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Willis,E E Willis,E E,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Willis,E R Willis,E R,World War 1,,,,,,,,,9,1,,,,,,,,
,Willis,L C Willis,L C,World War 1,,,,,,,,,9,1,,,,,,,,
,Wilshire,R H Wilshire,R H,World War 1,,,,,,,,,9,1,,,,,,,,
,Wilson,A J Wilson,A J,World War 1,,,,,,,,,9,1,,,,,,,,
,Wilson,J H Wilson,J H,World War 1,,,,,,,,,9,1,,,,,,,,
,Wilson,O W Wilson,O W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Wilson,W B Wilson,W B,World War 1,,,,,,,,,9,1,,,,,,,,
,Wilson .,G Mc L Wilson .,G Mc L,World War 1,,,,,,,,,9,1,,,,,,,,
,Wiltshire,R Wiltshire,R,World War 1,,,,,,,,,9,1,,,,,,,,
,Wintle,P W Wintle,P W,World War 1,,,,,,,,,9,1,,,,,,,,
,Witcombe,E L Witcombe,E L,World War 1,,,,,,,,,9,1,,,,,,,,
,Witcombe,S Witcombe,S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Withy,C B Withy,C B,World War 1,,,,,,,,,9,1,,,,,,,,
,Withy,E R Withy,E R,World War 1,,,,,,,,,9,1,,,,,,,,
,Wolff,O F J Wolff,O F J,World War 1,,,,,,,,,9,1,,,,,,,,
,Wolff,R H Wolff,R H,World War 1,,,,,,,,,9,1,,,,,,,,
,Wood,C T Wood,C T,World War 1,,,,,,,,,9,1,,,,,,,,
,Woodforde,A H R Woodforde,A H R,World War 1,,,,,,,,,9,1,,,,,,,,
,Woodforde,M V E Woodforde,M V E,World War 1,,,,,,,,,9,1,,,,,,,,
,Woodforde,P S S Woodforde,P S S,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Woodhouse,V L Woodhouse,V L,World War 1,,,,,,,,,9,1,,,,,,,,
,Woolridge,A W Woolridge,A W,World War 1,,,,,,,,,9,1,,,,,,,,
,Woolridge,W Woolridge,W,World War 1,,,,,,,,,9,1,,,,,,,,
,Wootten,G F Wootten,G F,World War 1,,,,,,,,,9,1,,,,,,,,
,Worth,O A Worth,O A,World War 1,,,,,,,,,9,1,,,,,,,,
,Wright,G Wright,G,World War 1,,,,,,,,,9,1,,,,,,,,
,Wright,M R D Wright,M R D,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Wright,W A Wright,W A,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Wyndoe,E Wyndoe,E,World War 1,,,,,,,,,9,1,,,,,,,,
,Wynter,H Wynter,H,World War 1,,,,,,,,,9,1,,,,,,,,
,Yabsley,N Yabsley,N,World War 1,,,,,,,,,9,1,,,,,,,,
,Young,S J Young,S J,World War 1,,,,,,,,,9,1,,,,,,,,
,Young,W L Young,W L,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Younghusband,A W Younghusband,A W,World War 1,Died on service,,,,,,,,9,1,,,,,,,,
,Adams,V Adams,V,World War 1,,,,,male,,,,13,9,,,,,,,,
,Agutter,A E Agutter,A E,World War 1,,,,,male,,,,13,9,,,,,,,,
,Agutter,A E Agutter,A E,World War 1,,,,,male,,,,13,9,,,,,,,,
,Agutter,F A Agutter,F A,World War 1,Died on service,,,,male,,,,13,9,,,,,,,,
